Payment Date,Brand,Product Line,Total Revenue,Average Receipt
2017-11-21,HUB,Hub Shared,6453.29,99.281385
2017-11-21,HUB,Domain Registration,815.45,15.681731
2017-11-21,HUB,Your Web Layout,238.41,119.205
2017-11-21,IMH,Other,7662.47,24.717645
2017-11-21,IMH,Business Class,38696.38,111.196494
2017-11-21,IMH,Reseller,4360.83,48.99809
2017-11-21,IMH,VPS,29103.17,168.226416
2017-11-21,IMH,Dedicated,15468.01,407.052895
2017-11-21,IMH,Domain Registration,5360.17,15.056657
2017-11-21,IMH,Your Web Layout,959.65,79.970833
2017-11-21,IMH,Managed Hosting,446,22.3
2017-11-21,IMH,WordPress,803.04,133.84
2017-11-22,HUB,Other,1046.85,19.386111
2017-11-22,HUB,Hub Shared,6214.52,98.643175
2017-11-22,HUB,Domain Registration,1031.26,17.780345
2017-11-22,HUB,Your Web Layout,119.9,59.95
2017-11-22,IMH,Other,8238.44,27.279603
2017-11-22,IMH,Business Class,33923.49,109.784757
2017-11-22,IMH,Reseller,5760.97,61.286915
2017-11-22,IMH,VPS,34097.04,158.590884
2017-11-22,IMH,Dedicated,21723.46,443.335918
2017-11-22,IMH,Domain Registration,4609.88,13.679169
2017-11-22,IMH,Your Web Layout,1318.62,131.862
2017-11-22,IMH,Managed Hosting,385,16.041667
2017-11-22,IMH,WordPress,1162.92,129.213333
2017-11-23,HUB,Other,1504.75,27.865741
2017-11-23,HUB,Hub Shared,5438.56,115.714043
2017-11-23,HUB,Domain Registration,911.39,15.189833
2017-11-23,IMH,Other,5781.3,20.721505
2017-11-23,IMH,Business Class,25202.54,103.714156
2017-11-23,IMH,Reseller,6379.39,67.865851
2017-11-23,IMH,VPS,30334.96,155.563897
2017-11-23,IMH,Dedicated,23574.86,535.792273
2017-11-23,IMH,Domain Registration,4184.98,14.946357
2017-11-23,IMH,Your Web Layout,2122.96,111.734737
2017-11-23,IMH,Managed Hosting,509.99,19.615
2017-11-23,IMH,WordPress,1258.56,179.794286
2017-11-24,HUB,Other,958.95,17.124107
2017-11-24,HUB,Hub Shared,6185.48,103.091333
2017-11-24,HUB,Domain Registration,1064.28,18.038644
2017-11-24,HUB,Your Web Layout,119.94,59.97
2017-11-24,IMH,Other,5983.94,19.684013
2017-11-24,IMH,Business Class,34724.14,108.512938
2017-11-24,IMH,Reseller,4059.56,55.610411
2017-11-24,IMH,VPS,29007.83,159.383681
2017-11-24,IMH,Dedicated,23557.03,654.361944
2017-11-24,IMH,Domain Registration,4862.69,13.507472
2017-11-24,IMH,Your Web Layout,829.32,63.793846
2017-11-24,IMH,Managed Hosting,396,13.2
2017-11-24,IMH,WordPress,1749.25,159.022727
2017-11-25,HUB,Other,786.55,16.386458
2017-11-25,HUB,Hub Shared,4082.94,102.0735
2017-11-25,HUB,Domain Registration,839.39,16.458627
2017-11-25,HUB,Your Web Layout,189.89,63.296667
2017-11-25,IMH,Other,7005.3,26.535227
2017-11-25,IMH,Business Class,29126.59,112.025346
2017-11-25,IMH,Reseller,4933.99,65.786533
2017-11-25,IMH,VPS,23728.02,144.683049
2017-11-25,IMH,Dedicated,21826.73,382.925088
2017-11-25,IMH,Domain Registration,4398.04,15.431719
2017-11-25,IMH,Your Web Layout,775.82,110.831429
2017-11-25,IMH,Managed Hosting,40,3.076923
2017-11-25,IMH,WordPress,735.27,147.054
2017-11-26,HUB,Other,862.01,17.592041
2017-11-26,HUB,Hub Shared,5449.12,102.813585
2017-11-26,HUB,Domain Registration,965.34,16.643793
2017-11-26,HUB,Your Web Layout,143.99,143.99
2017-11-26,IMH,Other,6542.52,22.178034
2017-11-26,IMH,Business Class,33040.01,106.580677
2017-11-26,IMH,Reseller,4995.96,58.776
2017-11-26,IMH,VPS,22724.77,132.120756
2017-11-26,IMH,Dedicated,15767.3,335.474468
2017-11-26,IMH,Domain Registration,4384.04,13.572879
2017-11-26,IMH,Your Web Layout,469.22,67.031429
2017-11-26,IMH,Managed Hosting,390,22.941176
2017-11-26,IMH,WordPress,395.52,98.88
2017-11-27,HUB,Other,1186.91,18.839841
2017-11-27,HUB,Hub Shared,7140.49,96.493108
2017-11-27,HUB,Domain Registration,1349.09,16.452317
2017-11-27,HUB,Your Web Layout,69.95,69.95
2017-11-27,IMH,Other,9695.53,27.388503
2017-11-27,IMH,Business Class,42282.27,108.974923
2017-11-27,IMH,Reseller,8531.82,73.550172
2017-11-27,IMH,VPS,28299.29,148.943632
2017-11-27,IMH,Dedicated,46228.83,757.849672
2017-11-27,IMH,Domain Registration,5549.27,13.501873
2017-11-27,IMH,Your Web Layout,5464.16,237.572174
2017-11-27,IMH,Managed Hosting,750,20.833333
2017-11-27,IMH,WordPress,1951.05,130.07
2017-11-28,HUB,Other,985.93,21.433261
2017-11-28,HUB,Hub Shared,5608.04,98.386667
2017-11-28,HUB,Domain Registration,1106.2,14.555263
2017-11-28,IMH,Other,13861.66,38.611866
2017-11-28,IMH,Business Class,44373.19,114.956451
2017-11-28,IMH,Reseller,7267.13,64.310885
2017-11-28,IMH,VPS,29798.43,164.63221
2017-11-28,IMH,Dedicated,25578.98,691.323784
2017-11-28,IMH,Domain Registration,5349.38,13.930677
2017-11-28,IMH,Your Web Layout,3340.29,334.029
2017-11-28,IMH,Managed Hosting,314,10.827586
2017-11-28,IMH,WordPress,3654.33,203.018333
2017-11-29,HUB,Other,1001.95,18.217273
2017-11-29,HUB,Hub Shared,6540.66,103.82
2017-11-29,HUB,Domain Registration,1133.22,16.188857
2017-11-29,IMH,Other,7558.65,23.044665
2017-11-29,IMH,Business Class,36053.34,110.933354
2017-11-29,IMH,Reseller,6444.11,137.108723
2017-11-29,IMH,VPS,25061.73,212.387542
2017-11-29,IMH,Dedicated,9980.64,499.032
2017-11-29,IMH,Domain Registration,5240.45,13.200126
2017-11-29,IMH,Your Web Layout,899.9,179.98
2017-11-29,IMH,Managed Hosting,150,4.166667
2017-11-29,IMH,WordPress,2125.02,177.085
2017-11-30,HUB,Other,1166.16,18.510476
2017-11-30,HUB,Hub Shared,6717.42,113.854576
2017-11-30,HUB,Domain Registration,1250.08,16.892973
2017-11-30,HUB,Your Web Layout,90,90
2017-11-30,IMH,Other,9491.53,27.753012
2017-11-30,IMH,Business Class,41289.26,112.199076
2017-11-30,IMH,Reseller,4154.32,81.457255
2017-11-30,IMH,VPS,24883.4,236.984762
2017-11-30,IMH,Dedicated,16099.92,574.997143
2017-11-30,IMH,Domain Registration,5590.27,13.215768
2017-11-30,IMH,Your Web Layout,514.8,85.8
2017-11-30,IMH,Managed Hosting,593.01,14.463659
2017-11-30,IMH,WordPress,1274.67,115.879091
2017-12-01,HUB,Other,1582.02,25.934754
2017-12-01,HUB,Hub Shared,7497.95,94.910759
2017-12-01,HUB,Domain Registration,911.34,14.699032
2017-12-01,HUB,Your Web Layout,264.85,66.2125
2017-12-01,IMH,Other,8228.41,21.710844
2017-12-01,IMH,Business Class,39515.27,107.378451
2017-12-01,IMH,Reseller,7345.89,49.301275
2017-12-01,IMH,VPS,32556.86,102.703028
2017-12-01,IMH,Dedicated,27542.73,340.033704
2017-12-01,IMH,Domain Registration,5453.3,14.899727
2017-12-01,IMH,Your Web Layout,7289.53,186.911026
2017-12-01,IMH,Managed Hosting,980,30.625
2017-12-01,IMH,WordPress,2035.23,145.373571
2017-12-02,HUB,Other,717.09,18.870789
2017-12-02,HUB,Hub Shared,6251.32,104.188667
2017-12-02,HUB,Domain Registration,752.49,17.499767
2017-12-02,HUB,Your Web Layout,301.88,60.376
2017-12-02,IMH,Other,7124.62,22.762364
2017-12-02,IMH,Business Class,34564.29,110.077357
2017-12-02,IMH,Reseller,8083.3,63.150781
2017-12-02,IMH,VPS,29743.52,138.988411
2017-12-02,IMH,Dedicated,33636.73,473.756761
2017-12-02,IMH,Domain Registration,4511.91,15.242939
2017-12-02,IMH,Your Web Layout,2157.03,71.901
2017-12-02,IMH,Managed Hosting,390,24.375
2017-12-02,IMH,WordPress,1105.05,122.783333
2017-12-03,HUB,Other,663.52,15.798095
2017-12-03,HUB,Hub Shared,5351.95,109.223469
2017-12-03,HUB,Domain Registration,770.44,18.34381
2017-12-03,HUB,Your Web Layout,327.9,109.3
2017-12-03,IMH,Other,5935.6,25.044726
2017-12-03,IMH,Business Class,30520.14,120.632964
2017-12-03,IMH,Reseller,4108.32,40.277647
2017-12-03,IMH,VPS,18811.11,108.109828
2017-12-03,IMH,Dedicated,27345.5,488.3125
2017-12-03,IMH,Domain Registration,3897.34,14.706943
2017-12-03,IMH,Your Web Layout,873.69,79.426364
2017-12-03,IMH,Managed Hosting,470,19.583333
2017-12-03,IMH,WordPress,839.02,104.8775
2017-12-04,HUB,Other,1013.59,21.116458
2017-12-04,HUB,Hub Shared,6160.36,99.360645
2017-12-04,HUB,Domain Registration,818.44,15.442264
2017-12-04,HUB,Your Web Layout,189.85,63.283333
2017-12-04,IMH,Other,7318.46,22.518338
2017-12-04,IMH,Business Class,37990.38,111.736412
2017-12-04,IMH,Reseller,6790.27,62.87287
2017-12-04,IMH,VPS,26346.78,133.74
2017-12-04,IMH,Dedicated,27470.74,549.4148
2017-12-04,IMH,Domain Registration,5813.01,15.297395
2017-12-04,IMH,Your Web Layout,4251.79,236.210556
2017-12-04,IMH,Managed Hosting,421,15.035714
2017-12-04,IMH,WordPress,1791.2,162.836364
2017-12-05,HUB,Other,1037.06,18.518929
2017-12-05,HUB,Hub Shared,6170.15,104.578814
2017-12-05,HUB,Domain Registration,923.38,15.389667
2017-12-05,HUB,Your Web Layout,69.95,69.95
2017-12-05,IMH,Other,8365.72,24.108703
2017-12-05,IMH,Business Class,37803.89,114.557242
2017-12-05,IMH,Reseller,5615.03,66.845595
2017-12-05,IMH,VPS,31661.49,157.519851
2017-12-05,IMH,Dedicated,18066.91,392.758913
2017-12-05,IMH,Domain Registration,4451.99,13.24997
2017-12-05,IMH,Your Web Layout,3675.52,216.207059
2017-12-05,IMH,Managed Hosting,686,22.866667
2017-12-05,IMH,WordPress,1691.38,120.812857
2017-12-06,HUB,Other,739.08,16.797273
2017-12-06,HUB,Hub Shared,4681.14,104.025333
2017-12-06,HUB,Domain Registration,755.49,16.074255
2017-12-06,IMH,Other,7990.17,24.509724
2017-12-06,IMH,Business Class,37000.48,117.835924
2017-12-06,IMH,Reseller,4853.96,58.481446
2017-12-06,IMH,VPS,27935.81,138.984129
2017-12-06,IMH,Dedicated,21150.08,480.683636
2017-12-06,IMH,Domain Registration,4709.72,13.010276
2017-12-06,IMH,Your Web Layout,1570.97,87.276111
2017-12-06,IMH,Managed Hosting,529.01,18.893214
2017-12-06,IMH,WordPress,1634.43,125.725385
2017-12-07,HUB,Other,819.79,18.631591
2017-12-07,HUB,Hub Shared,5448.12,93.933103
2017-12-07,HUB,Domain Registration,881.41,15.739464
2017-12-07,HUB,Your Web Layout,240.04,120.02
2017-12-07,IMH,Other,6696.31,21.190854
2017-12-07,IMH,Business Class,32078.64,114.566571
2017-12-07,IMH,Reseller,6255.6,55.359292
2017-12-07,IMH,VPS,25066.32,144.892023
2017-12-07,IMH,Dedicated,22766.18,555.272683
2017-12-07,IMH,Domain Registration,4598.86,13.851988
2017-12-07,IMH,Your Web Layout,909.55,64.967857
2017-12-07,IMH,Managed Hosting,335,11.964286
2017-12-07,IMH,WordPress,2862.61,143.1305
2017-12-08,HUB,Other,1005.6,33.52
2017-12-08,HUB,Hub Shared,4701.24,100.026383
2017-12-08,HUB,Domain Registration,602.59,14.697317
2017-12-08,HUB,Your Web Layout,119.9,59.95
2017-12-08,IMH,Other,9359.6,29.340439
2017-12-08,IMH,Business Class,35754.43,112.082853
2017-12-08,IMH,Reseller,5823.44,58.2344
2017-12-08,IMH,VPS,30100.54,149.75393
2017-12-08,IMH,Dedicated,17541.41,373.221489
2017-12-08,IMH,Domain Registration,4265.9,13.629073
2017-12-08,IMH,Your Web Layout,2058.72,171.56
2017-12-08,IMH,Managed Hosting,729,18.692308
2017-12-08,IMH,WordPress,2597.02,152.765882
2017-12-09,HUB,Other,643.02,13.122857
2017-12-09,HUB,Hub Shared,8053.3,113.426761
2017-12-09,HUB,Domain Registration,1112.21,16.600149
2017-12-09,HUB,Your Web Layout,49.95,49.95
2017-12-09,IMH,Other,5336.39,18.790106
2017-12-09,IMH,Business Class,31795.58,119.983321
2017-12-09,IMH,Reseller,5664.16,62.243516
2017-12-09,IMH,VPS,27564.85,148.198118
2017-12-09,IMH,Dedicated,18189.12,491.597838
2017-12-09,IMH,Domain Registration,3840.38,14.602205
2017-12-09,IMH,Your Web Layout,1565.32,130.443333
2017-12-09,IMH,Managed Hosting,519,21.625
2017-12-09,IMH,WordPress,1369.49,114.124167
2017-12-10,HUB,Other,431.39,13.915806
2017-12-10,HUB,Hub Shared,4145.66,103.6415
2017-12-10,HUB,Domain Registration,785.47,20.670263
2017-12-10,HUB,Your Web Layout,319.9,106.633333
2017-12-10,IMH,Other,4562.27,21.93399
2017-12-10,IMH,Business Class,26497.99,115.208652
2017-12-10,IMH,Reseller,4711.19,58.889875
2017-12-10,IMH,VPS,18349.21,125.679521
2017-12-10,IMH,Dedicated,15330.49,414.337568
2017-12-10,IMH,Domain Registration,3350.52,14.504416
2017-12-10,IMH,Your Web Layout,1512.36,94.5225
2017-12-10,IMH,Managed Hosting,340,22.666667
2017-12-10,IMH,WordPress,695.16,115.86
2017-12-11,HUB,Other,767.33,15.659796
2017-12-11,HUB,Hub Shared,5707.56,111.912941
2017-12-11,HUB,Domain Registration,932.37,17.930192
2017-12-11,HUB,Your Web Layout,49.95,49.95
2017-12-11,IMH,Other,5482.88,16.81865
2017-12-11,IMH,Business Class,30238.42,110.359197
2017-12-11,IMH,Reseller,6235.57,53.754914
2017-12-11,IMH,VPS,25337.43,134.773564
2017-12-11,IMH,Dedicated,28263.98,614.434348
2017-12-11,IMH,Domain Registration,4385.99,13.792421
2017-12-11,IMH,Your Web Layout,3164.1,143.822727
2017-12-11,IMH,Managed Hosting,837.5,26.171875
2017-12-11,IMH,WordPress,1869.69,143.822308
2017-12-12,HUB,Other,622.4,18.305882
2017-12-12,HUB,Hub Shared,5131.11,102.6222
2017-12-12,HUB,Domain Registration,794.46,15.577647
2017-12-12,HUB,Your Web Layout,119.9,59.95
2017-12-12,IMH,Other,6217.07,18.503185
2017-12-12,IMH,Business Class,34307.25,113.225248
2017-12-12,IMH,Reseller,5819.66,64.662889
2017-12-12,IMH,VPS,25510.29,130.822
2017-12-12,IMH,Dedicated,17738.05,506.801429
2017-12-12,IMH,Domain Registration,4919.67,14.469618
2017-12-12,IMH,Your Web Layout,1346.17,84.135625
2017-12-12,IMH,Managed Hosting,140,5
2017-12-12,IMH,WordPress,2157.96,143.864
2017-12-13,HUB,Other,492.36,14.067429
2017-12-13,HUB,Hub Shared,4933.18,96.72902
2017-12-13,HUB,Domain Registration,812.45,18.464773
2017-12-13,IMH,Other,8991.14,26.137035
2017-12-13,IMH,Business Class,33333.74,114.943931
2017-12-13,IMH,Reseller,6363.29,66.982
2017-12-13,IMH,VPS,28957.67,162.683539
2017-12-13,IMH,Dedicated,22903.64,572.591
2017-12-13,IMH,Domain Registration,4655.85,13.07823
2017-12-13,IMH,Your Web Layout,1456.34,104.024286
2017-12-13,IMH,Managed Hosting,948,28.727273
2017-12-13,IMH,WordPress,1842.6,122.84
2017-12-14,HUB,Other,715.51,17.451463
2017-12-14,HUB,Hub Shared,5102.67,104.136122
2017-12-14,HUB,Domain Registration,848.42,16.315769
2017-12-14,HUB,Your Web Layout,156,156
2017-12-14,IMH,Other,12496.2,34.51989
2017-12-14,IMH,Business Class,35605.61,111.267531
2017-12-14,IMH,Reseller,4098.4,49.980488
2017-12-14,IMH,VPS,28829.6,168.594152
2017-12-14,IMH,Dedicated,17521.04,547.5325
2017-12-14,IMH,Domain Registration,5705.03,14.665887
2017-12-14,IMH,Your Web Layout,1351.42,79.495294
2017-12-14,IMH,Managed Hosting,882.5,26.742424
2017-12-14,IMH,WordPress,1726.35,115.09
2017-12-15,HUB,Other,986.7,18.272222
2017-12-15,HUB,Hub Shared,5322.16,104.356078
2017-12-15,HUB,Domain Registration,1230.13,17.085139
2017-12-15,HUB,Your Web Layout,119.9,59.95
2017-12-15,IMH,Other,8054.06,24.332508
2017-12-15,IMH,Business Class,39280.26,121.23537
2017-12-15,IMH,Reseller,4755.73,54.663563
2017-12-15,IMH,VPS,24139.23,141.995471
2017-12-15,IMH,Dedicated,28726.8,503.978947
2017-12-15,IMH,Domain Registration,4718.57,13.837449
2017-12-15,IMH,Your Web Layout,3439.63,137.5852
2017-12-15,IMH,Managed Hosting,257.5,12.261905
2017-12-15,IMH,WordPress,1437.96,119.83
2017-12-16,HUB,Other,662.7,13.52449
2017-12-16,HUB,Hub Shared,5901.97,105.392321
2017-12-16,HUB,Domain Registration,986.34,15.90871
2017-12-16,HUB,Your Web Layout,90,90
2017-12-16,IMH,Other,5410.35,18.656379
2017-12-16,IMH,Business Class,37145.18,113.94227
2017-12-16,IMH,Reseller,4245.71,43.770206
2017-12-16,IMH,VPS,17965.93,106.307278
2017-12-16,IMH,Dedicated,16634.23,437.742895
2017-12-16,IMH,Domain Registration,5051.53,14.857441
2017-12-16,IMH,Your Web Layout,2372.81,107.855
2017-12-16,IMH,Managed Hosting,260,17.333333
2017-12-16,IMH,WordPress,1235.75,102.979167
2017-12-17,HUB,Other,685.05,13.980612
2017-12-17,HUB,Hub Shared,6112.22,107.23193
2017-12-17,HUB,Domain Registration,1166.18,17.149706
2017-12-17,IMH,Other,5227.32,18.602562
2017-12-17,IMH,Business Class,29175.37,110.932966
2017-12-17,IMH,Reseller,4143.09,45.033587
2017-12-17,IMH,VPS,18453.36,97.122947
2017-12-17,IMH,Dedicated,17500.85,426.85
2017-12-17,IMH,Domain Registration,4499.88,14.9996
2017-12-17,IMH,Your Web Layout,1072.49,76.606429
2017-12-17,IMH,Managed Hosting,100,7.692308
2017-12-17,IMH,WordPress,465.24,77.54
2017-12-18,HUB,Other,712.25,14.535714
2017-12-18,HUB,Hub Shared,7271.86,108.535224
2017-12-18,HUB,Domain Registration,1244.12,17.773143
2017-12-18,HUB,Your Web Layout,453.93,226.965
2017-12-18,IMH,Other,7441.47,20.728329
2017-12-18,IMH,Business Class,34968.79,119.75613
2017-12-18,IMH,Reseller,4931.08,49.3108
2017-12-18,IMH,VPS,27533.92,140.479184
2017-12-18,IMH,Dedicated,26914.65,549.278571
2017-12-18,IMH,Domain Registration,5330.36,14.603726
2017-12-18,IMH,Your Web Layout,951.33,118.91625
2017-12-18,IMH,Managed Hosting,758,21.055556
2017-12-18,IMH,WordPress,2397,159.8
2017-12-19,HUB,Other,978.03,17.158421
2017-12-19,HUB,Hub Shared,7553.75,107.910714
2017-12-19,HUB,Domain Registration,1469.01,16.142967
2017-12-19,HUB,Your Web Layout,151.95,75.975
2017-12-19,IMH,Other,6953.02,20.632107
2017-12-19,IMH,Business Class,44505.09,118.050637
2017-12-19,IMH,Reseller,7425.95,66.303125
2017-12-19,IMH,VPS,25842.74,148.521494
2017-12-19,IMH,Dedicated,23189.8,579.745
2017-12-19,IMH,Domain Registration,6115.89,14.737084
2017-12-19,IMH,Your Web Layout,1144.35,67.314706
2017-12-19,IMH,Managed Hosting,238,9.916667
2017-12-19,IMH,WordPress,1318.92,101.455385
2017-12-20,HUB,Other,886.65,18.471875
2017-12-20,HUB,Hub Shared,6377.74,104.553115
2017-12-20,HUB,Domain Registration,1190.12,16.303014
2017-12-20,HUB,Your Web Layout,295.9,98.633333
2017-12-20,IMH,Other,8749.2,24.507563
2017-12-20,IMH,Business Class,36123.44,114.314684
2017-12-20,IMH,Reseller,8829.05,78.830804
2017-12-20,IMH,VPS,28560.07,158.667056
2017-12-20,IMH,Dedicated,36841.9,624.438983
2017-12-20,IMH,Domain Registration,5516.2,14.554617
2017-12-20,IMH,Your Web Layout,958.34,63.889333
2017-12-20,IMH,Managed Hosting,423,13.21875
2017-12-20,IMH,WordPress,1985.57,82.732083
2017-12-21,HUB,Other,686.91,14.615106
2017-12-21,HUB,Hub Shared,5917.29,97.004754
2017-12-21,HUB,Domain Registration,1133.23,16.913881
2017-12-21,HUB,Your Web Layout,238.41,119.205
2017-12-21,IMH,Other,12349.87,32.932987
2017-12-21,IMH,Business Class,37726.47,120.918173
2017-12-21,IMH,Reseller,7024.98,73.176875
2017-12-21,IMH,VPS,25945.07,157.242848
2017-12-21,IMH,Dedicated,22468.53,561.71325
2017-12-21,IMH,Domain Registration,6154.78,14.214273
2017-12-21,IMH,Your Web Layout,959.65,79.970833
2017-12-21,IMH,Managed Hosting,643,19.484848
2017-12-21,IMH,WordPress,2024.05,155.696154
2017-12-22,HUB,Other,803.01,17.085319
2017-12-22,HUB,Hub Shared,7303.99,97.386533
2017-12-22,HUB,Domain Registration,1256.15,16.748667
2017-12-22,HUB,Your Web Layout,189.85,63.283333
2017-12-22,IMH,Other,9635.86,25.424433
2017-12-22,IMH,Business Class,36091.23,107.735015
2017-12-22,IMH,Reseller,5188.94,50.871961
2017-12-22,IMH,VPS,27698.41,133.808744
2017-12-22,IMH,Dedicated,14802.17,314.939787
2017-12-22,IMH,Domain Registration,7087.17,17.201869
2017-12-22,IMH,Your Web Layout,1398.62,127.147273
2017-12-22,IMH,Managed Hosting,370,11.935484
2017-12-22,IMH,WordPress,2799.6,127.254545
2017-12-23,HUB,Other,613.33,14.959268
2017-12-23,HUB,Hub Shared,4770.49,97.356939
2017-12-23,HUB,Domain Registration,1133.24,16.665294
2017-12-23,IMH,Other,6255.96,20.511344
2017-12-23,IMH,Business Class,29568.43,112.001629
2017-12-23,IMH,Reseller,2868.31,37.250779
2017-12-23,IMH,VPS,21403.66,122.306629
2017-12-23,IMH,Dedicated,14744.59,398.502432
2017-12-23,IMH,Domain Registration,5207.34,15.050116
2017-12-23,IMH,Your Web Layout,2122.96,111.734737
2017-12-23,IMH,Managed Hosting,609.99,32.104737
2017-12-23,IMH,WordPress,1088.4,120.933333
2017-12-24,HUB,Other,1009.39,21.476383
2017-12-24,HUB,Hub Shared,4856.27,97.1254
2017-12-24,HUB,Domain Registration,1118.25,17.203846
2017-12-24,HUB,Your Web Layout,119.94,59.97
2017-12-24,IMH,Other,4989.02,19.337287
2017-12-24,IMH,Business Class,23248.8,113.40878
2017-12-24,IMH,Reseller,3562.89,48.147162
2017-12-24,IMH,VPS,16382.41,122.256791
2017-12-24,IMH,Dedicated,11219.05,311.640278
2017-12-24,IMH,Domain Registration,5773.88,17.133175
2017-12-24,IMH,Your Web Layout,1049.27,74.947857
2017-12-24,IMH,Managed Hosting,289,20.642857
2017-12-24,IMH,WordPress,634.79,90.684286
2017-12-25,HUB,Other,266.47,11.102917
2017-12-25,HUB,Hub Shared,3459.29,108.102813
2017-12-25,HUB,Domain Registration,923.34,18.843673
2017-12-25,HUB,Your Web Layout,189.89,63.296667
2017-12-25,IMH,Other,5145.13,19.637901
2017-12-25,IMH,Business Class,21657.4,114.589418
2017-12-25,IMH,Reseller,4361.74,60.579722
2017-12-25,IMH,VPS,12991.73,99.173511
2017-12-25,IMH,Dedicated,20293.29,422.776875
2017-12-25,IMH,Domain Registration,4550.91,14.872255
2017-12-25,IMH,Your Web Layout,498.34,71.191429
2017-12-25,IMH,Managed Hosting,150,11.538462
2017-12-25,IMH,WordPress,1016.48,92.407273
2017-12-26,HUB,Other,774.73,14.617547
2017-12-26,HUB,Hub Shared,6502.66,101.604063
2017-12-26,HUB,Domain Registration,1253.11,15.862152
2017-12-26,HUB,Your Web Layout,143.99,143.99
2017-12-26,IMH,Other,6664.33,19.486345
2017-12-26,IMH,Business Class,29562.77,107.500982
2017-12-26,IMH,Reseller,4796.44,55.131494
2017-12-26,IMH,VPS,20144.47,117.119012
2017-12-26,IMH,Dedicated,18890.22,337.325357
2017-12-26,IMH,Domain Registration,6067.87,15.843003
2017-12-26,IMH,Your Web Layout,729.16,81.017778
2017-12-26,IMH,Managed Hosting,896.5,28.919355
2017-12-26,IMH,WordPress,1321.68,94.405714
2017-12-27,HUB,Other,981.82,15.104923
2017-12-27,HUB,Hub Shared,7786.58,105.224054
2017-12-27,HUB,Domain Registration,1133.23,14.52859
2017-12-27,HUB,Your Web Layout,144,144
2017-12-27,IMH,Other,7888.31,23.407448
2017-12-27,IMH,Business Class,35370.35,112.286825
2017-12-27,IMH,Reseller,5491.47,59.048065
2017-12-27,IMH,VPS,23536.71,139.270473
2017-12-27,IMH,Dedicated,15288.23,413.195405
2017-12-27,IMH,Domain Registration,5789.08,15.036571
2017-12-27,IMH,Your Web Layout,1584.16,75.43619
2017-12-27,IMH,Managed Hosting,958,21.288889
2017-12-27,IMH,WordPress,831.94,83.194
2017-12-28,HUB,Other,690.77,14.097347
2017-12-28,HUB,Hub Shared,6774.86,111.063279
2017-12-28,HUB,Domain Registration,1384.95,16.686145
2017-12-28,IMH,Other,10696.48,28.297566
2017-12-28,IMH,Business Class,46716.16,121.340675
2017-12-28,IMH,Reseller,6396.34,53.750756
2017-12-28,IMH,VPS,29133.12,154.143492
2017-12-28,IMH,Dedicated,17311.02,455.553158
2017-12-28,IMH,Domain Registration,6538.55,14.465819
2017-12-28,IMH,Your Web Layout,7327.58,523.398571
2017-12-28,IMH,Managed Hosting,140,5.6
2017-12-28,IMH,WordPress,1676.4,128.953846
2017-12-29,HUB,Other,1038.96,17.913103
2017-12-29,HUB,Hub Shared,6978.2,102.620588
2017-12-29,HUB,Domain Registration,1247.15,15.589375
2017-12-29,HUB,Your Web Layout,69.95,34.975
2017-12-29,IMH,Other,6990.96,20.088966
2017-12-29,IMH,Business Class,37077.19,116.229436
2017-12-29,IMH,Reseller,3200.99,72.749773
2017-12-29,IMH,VPS,21166.91,207.518725
2017-12-29,IMH,Dedicated,14835.25,618.135417
2017-12-29,IMH,Domain Registration,5792.03,15.202178
2017-12-29,IMH,Your Web Layout,1469.95,734.975
2017-12-29,IMH,Managed Hosting,184.01,8.364091
2017-12-29,IMH,WordPress,2374.12,113.053333
2017-12-30,HUB,Other,954.64,16.45931
2017-12-30,HUB,Hub Shared,8170.93,111.930548
2017-12-30,HUB,Domain Registration,1115.03,16.894394
2017-12-30,HUB,Your Web Layout,69.95,69.95
2017-12-30,IMH,Other,6614.36,23.29
2017-12-30,IMH,Business Class,37295.9,120.698706
2017-12-30,IMH,Reseller,3811.11,73.290577
2017-12-30,IMH,VPS,18517.41,201.276196
2017-12-30,IMH,Dedicated,5989.68,374.355
2017-12-30,IMH,Domain Registration,4883.55,14.321261
2017-12-30,IMH,Your Web Layout,764.85,95.60625
2017-12-30,IMH,Managed Hosting,210,12.352941
2017-12-30,IMH,WordPress,1559.47,119.959231
2017-12-31,HUB,Other,958.74,12.955946
2017-12-31,HUB,Hub Shared,6729.83,105.153594
2017-12-31,HUB,Domain Registration,1498.95,16.842135
2017-12-31,IMH,Other,6459.15,23.834502
2017-12-31,IMH,Business Class,32655.07,131.673669
2017-12-31,IMH,Reseller,3488.97,151.694348
2017-12-31,IMH,VPS,13751.93,259.470377
2017-12-31,IMH,Dedicated,1403.86,200.551429
2017-12-31,IMH,Domain Registration,5612.14,15.333716
2017-12-31,IMH,Your Web Layout,69.95,69.95
2017-12-31,IMH,Managed Hosting,198,11.647059
2017-12-31,IMH,WordPress,1948.44,114.614118
2018-01-01,HUB,Other,869.62,17.3924
2018-01-01,HUB,Hub Shared,7120.44,97.540274
2018-01-01,HUB,Domain Registration,1124.2,15.613889
2018-01-01,HUB,Your Web Layout,264.85,66.2125
2018-01-01,IMH,Other,7841.09,19.55384
2018-01-01,IMH,Business Class,32485.79,108.648127
2018-01-01,IMH,Reseller,5216.03,37.257357
2018-01-01,IMH,VPS,28534.87,98.396103
2018-01-01,IMH,Dedicated,24775.56,309.6945
